epoch,val_error1,val_error5,val_loss,train_error1,train_error5,train_loss
1,0.98044,0.93492,6.208928351499597,0.9932803451852881,0.9735647265344799,6.046496391296387
2,0.9231,0.79628,5.22439430197891,0.9356531974363997,0.8219006577596831,5.034584999084473
3,0.87306,0.6987,4.752340594116522,0.8584798078626752,0.6786031797572057,4.485101222991943
4,0.83948,0.64428,4.41482324502906,0.7995436972697548,0.5897178119636237,3.9402964115142822
5,0.80906,0.59592,4.192673546927316,0.7570355777193761,0.5316465378830395,3.865906238555908
6,0.7754,0.5459,3.9266124209579156,0.7248492975544952,0.4917048284884016,3.790789842605591
7,0.73926,0.50492,3.698073980759601,0.7015556910223257,0.4642220725323084,3.3290488719940186
8,0.75288,0.51234,3.7111042859602947,0.6846039587344975,0.4452651371757156,3.270301342010498
9,0.70472,0.45633999999999997,3.4126428146751557,0.6722714525116553,0.43097269910948377,3.212242603302002
10,0.7401599999999999,0.49622,3.7122514685805963,0.6620674744198063,0.41997569403520385,3.2933425903320312
11,0.74028,0.5062,3.7191171159549636,0.6558301923168486,0.4132732110645997,3.3619725704193115
12,0.81402,0.61712,4.636216606412615,0.6504764796470718,0.4080959000661116,3.556387186050415
13,0.73592,0.49241999999999997,3.589686223438808,0.6471178230472686,0.4043852206620995,3.2447915077209473
14,0.75104,0.51936,3.9173723191631082,0.6445365826625257,0.40190232811179183,3.1603376865386963
15,0.79986,0.58754,4.16199128968375,0.6435093941695345,0.40018202154754223,3.3399529457092285
16,0.78288,0.55484,4.119385067297488,0.6421013029526985,0.39923522850651005,3.3816018104553223
17,0.82342,0.63164,4.458520592475424,0.6419787584288388,0.3984820089808745,3.705155849456787
18,0.778,0.55298,4.082225137827348,0.6428435949411747,0.39958647077235054,3.1887803077697754
19,0.78884,0.57004,4.049564381035006,0.6428841829363385,0.3988223237095554,2.978445529937744
20,0.82266,0.6238,4.690719020609953,0.6429825307707738,0.3996988682974194,3.1394095420837402
21,0.79806,0.58754,4.2796767098563055,0.6405815947491622,0.3962168866353879,3.2617714405059814
22,0.83636,0.64358,4.9431944525971705,0.6348836646588618,0.39108640793901184,3.2891526222229004
23,0.79538,0.57984,4.160875748614876,0.6298530948736581,0.38602383608069835,3.4635379314422607
24,0.70016,0.45436,3.3908490429119187,0.6246195851126356,0.3802447300000702,3.0265121459960938
25,0.72368,0.49088,3.599613705459906,0.6193197295902876,0.37495892416835586,3.1050188541412354
26,0.66874,0.41413999999999995,3.2005419658154857,0.6152804435331225,0.370560590461665,3.2510316371917725
27,0.7923,0.5867,4.331983867956668,0.6087309460827511,0.3651670703350929,3.0930299758911133
28,0.64932,0.39022,3.029000442855212,0.603689448760388,0.35998351502965653,3.1248395442962646
29,0.65198,0.39471999999999996,3.0640477452959334,0.5985979969824387,0.3544955497604918,2.9913134574890137
30,0.6712199999999999,0.41968000000000005,3.2070944771474723,0.5918502427864596,0.3482005078182626,2.7898776531219482
31,0.63342,0.37739999999999996,2.9577515611843186,0.5860773810127797,0.3428062071533219,2.411850690841675
32,0.60336,0.34741999999999995,2.7795602910372676,0.578780908343721,0.33609747987576954,2.7713229656219482
33,0.59104,0.33675999999999995,2.7168641771589006,0.5715148766710351,0.3295784234217709,3.041295051574707
34,0.5710200000000001,0.31788000000000005,2.600990969307569,0.5641817186986552,0.3235994995187981,2.898280143737793
35,0.5670999999999999,0.31586000000000003,2.596370495095545,0.5555762831855644,0.31510490045403916,2.534078598022461
36,0.5492,0.29423999999999995,2.458292678910859,0.5454558226991485,0.3066251316182824,3.0040202140808105
37,0.52982,0.28074,2.373744215284075,0.5345298466164052,0.29752717639464643,2.725709915161133
38,0.48478,0.24558000000000002,2.1413014932554595,0.5209836032304922,0.2859525729276511,2.700737953186035
39,0.46684000000000003,0.22818000000000005,2.0447850130042253,0.5045556121879505,0.2738979383640072,2.3216867446899414
40,0.44057999999999997,0.21126,1.9184052554928526,0.48666177008930145,0.25933075079205126,2.638368606567383
41,0.44618,0.21609999999999996,1.9581730025155204,0.47865656858161343,0.2533783651936087,2.2930426597595215
42,0.46374000000000004,0.22599999999999998,2.026443673639881,0.4875063126040555,0.2594970054645491,2.381024122238159
43,0.49034,0.25029999999999997,2.18221416035477,0.4976876550832171,0.26754747819761204,2.3774139881134033
44,0.5237,0.27412000000000003,2.342842595917838,0.5083521508125014,0.2761279364829097,2.23838472366333
45,0.5626599999999999,0.30748,2.54096875142078,0.518613888743622,0.2840176183120545,2.595839500427246
46,0.5440400000000001,0.2966,2.4693922923535716,0.5289809993544947,0.29228508071157,2.784061908721924
47,0.5608,0.30169999999999997,2.519185226790759,0.536846484494215,0.29899302745075385,3.160468101501465
48,0.5593,0.30486,2.5323588288560206,0.5436707314503105,0.30474247307337765,2.586426258087158
49,0.58876,0.3294,2.7012388097996616,0.5489620010506047,0.3086951193716354,2.915933609008789
50,0.58384,0.33128,2.7071519968461017,0.5531355397071576,0.31254629568198367,2.499760389328003
51,0.64064,0.38892000000000004,3.0415786212804368,0.5562038360338659,0.31550765825220284,2.844973087310791
52,0.63122,0.37495999999999996,2.9978983402252197,0.5588272254905098,0.31844794628647166,2.7748866081237793
53,0.68552,0.44442000000000004,3.401231432447628,0.5617846853688864,0.3206974578645875,2.6811676025390625
54,0.65366,0.40256000000000003,3.0986164881258595,0.5648522011572261,0.3228392551478457,2.8282511234283447
55,0.61652,0.36158,2.8869709919910043,0.5681850999908677,0.3264991995579031,2.834345579147339
